Time[s], CS
0.000000000000000, 1
0.467506916666667, 0
0.472039875000000, 1
0.476571333333333, 0
0.477128291666667, 1
0.478824291666667, 0
0.479362250000000, 1
0.481076750000000, 0
0.481608500000000, 1
0.483329916666667, 0
0.483886833333333, 1
0.484456000000000, 0
0.485011291666667, 1
0.485582041666667, 0
0.486138250000000, 1
0.486708708333333, 0
0.487265291666667, 1
0.487834291666667, 0
0.488365708333333, 1
0.488961333333333, 0
0.489518083333333, 1
0.491213375000000, 0
0.491768833333333, 1
0.493464958333333, 0
0.494022666666667, 1
0.495718166666667, 0
0.496273083333333, 1
0.496845250000000, 0
0.497377916666667, 1
0.497971375000000, 0
0.498528791666667, 1
0.499097583333333, 0
0.499654458333333, 1
0.500223208333333, 0
0.500756083333333, 1
0.501350208333333, 0
0.501906750000000, 1
0.502476041666667, 0
0.503007416666667, 1
0.504740083333333, 0
0.505282666666667, 1
0.505855583333333, 0
0.506385625000000, 1
0.506981458333333, 0
0.507537208333333, 1
0.508107541666667, 0
0.508639416666667, 1
0.509234500000000, 0
0.509790291666667, 1
0.510360250000000, 0
0.510919083333333, 1
0.511486291666667, 0
0.512043541666667, 1
0.513738833333333, 0
0.514295083333333, 1
0.514865500000000, 0
0.515397750000000, 1
0.517117916666667, 0
0.517647000000000, 1
0.519369416666667, 0
0.519923500000000, 1
0.521621708333333, 0
0.522177916666667, 1
0.523872916666667, 0
0.524428333333333, 1
0.526124916666667, 0
0.526656583333333, 1
0.528377791666667, 0
0.528935041666667, 1
0.576008791666667, 0
0.580543583333333, 1
0.585072375000000, 0
0.585602541666667, 1
0.587325541666667, 0
0.587882125000000, 1
0.589576291666667, 0
0.590109333333333, 1
0.591830041666667, 0
0.592360125000000, 1
0.592956541666667, 0
0.593512250000000, 1
0.594082208333333, 0
0.594610916666667, 1
0.595208625000000, 0
0.595765375000000, 1
0.596334375000000, 0
0.596890916666667, 1
0.597460708333333, 0
0.597992416666667, 1
0.599713833333333, 0
0.600243750000000, 1
0.601964750000000, 0
0.602521041666667, 1
0.604217875000000, 0
0.604774000000000, 1
0.605343666666667, 0
0.605901458333333, 1
0.606470375000000, 0
0.607025833333333, 1
0.607596333333333, 0
0.608156125000000, 1
0.608734416666667, 0
0.609279250000000, 1
0.609848500000000, 0
0.610379416666667, 1
0.610975708333333, 0
0.611506291666667, 1
0.613227291666667, 0
0.613783458333333, 1
0.614353375000000, 0
0.614885750000000, 1
0.615480291666667, 0
0.616035958333333, 1
0.616605875000000, 0
0.617163041666667, 1
0.617732166666667, 0
0.618288041666667, 1
0.618858791666667, 0
0.619415125000000, 1
0.619984708333333, 0
0.620540916666667, 1
0.622236208333333, 0
0.622794083333333, 1
0.623363541666667, 0
0.623917583333333, 1
0.625614708333333, 0
0.626146000000000, 1
0.627866291666667, 0
0.628421833333333, 1
0.630118541666667, 0
0.630677250000000, 1
0.632370333333333, 0
0.632929208333333, 1
0.634623708333333, 0
0.635154541666667, 1
0.636875458333333, 0
0.637404000000000, 1
0.684501166666667, 0
0.689034791666667, 1
0.693561416666667, 0
0.694094291666667, 1
0.695813833333333, 0
0.696345041666667, 1
0.698065125000000, 0
0.698620875000000, 1
0.700316875000000, 0
0.700848833333333, 1
0.701443250000000, 0
0.701972875000000, 1
0.702569291666667, 0
0.703126541666667, 1
0.703695041666667, 0
0.704224916666667, 1
0.704820666666667, 0
0.705378958333333, 1
0.705947125000000, 0
0.706503250000000, 1
0.708198666666667, 0
0.708728625000000, 1
0.710449875000000, 0
0.711008750000000, 1
0.712701500000000, 0
0.713259083333333, 1
0.713827875000000, 0
0.714357250000000, 1
0.714954583333333, 0
0.715485958333333, 1
0.716080166666667, 0
0.716636208333333, 1
0.717206375000000, 0
0.717736541666667, 1
0.718331833333333, 0
0.718886541666667, 1
0.719457375000000, 0
0.720014208333333, 1
0.721708875000000, 0
0.722265958333333, 1
0.722833916666667, 0
0.723391625000000, 1
0.723961083333333, 0
0.724493791666667, 1
0.725087708333333, 0
0.725617000000000, 1
0.726212583333333, 0
0.726768750000000, 1
0.727339125000000, 0
0.727895541666667, 1
0.728464958333333, 0
0.729023083333333, 1
0.730716083333333, 0
0.731271750000000, 1
0.731842708333333, 0
0.732384333333333, 1
0.734092916666667, 0
0.734651958333333, 1
0.736345166666667, 0
0.736902833333333, 1
0.738597250000000, 0
0.739154416666667, 1
0.740849500000000, 0
0.741406791666667, 1
0.743101041666667, 0
0.743656000000000, 1
0.745353000000000, 0
0.745909291666667, 1
